id,latitude,longitude,scientific_name,common_name
192866326,34.3991639,-118.918154,Canis latrans,Coyote
193542987,34.1546528333,-118.9731533333,Canis latrans,Coyote
193733935,34.3346098835,-118.9512857705,Canis latrans,Coyote
194135231,34.446495,-119.2582866667,Canis latrans,Coyote
194310681,34.3064750222,-118.6996450422,Canis latrans,Coyote
195008933,34.4565788598,-119.2383050397,Canis latrans,Coyote
195440283,34.1546888889,-118.9631583333,Canis latrans,Coyote
195883723,34.1557089401,-118.9722627452,Canis latrans,Coyote
196535469,34.2912042935,-119.166155085,Canis latrans,Coyote
196631361,34.1748698778,-118.8767332,Canis latrans,Coyote
196957502,34.1524863643,-118.9716531456,Canis latrans,Coyote
196957547,34.1520131801,-118.9717123557,Canis latrans,Coyote
197088849,34.1527245722,-118.9714534168,Canis latrans,Coyote
198073087,34.2572950024,-118.7059783333,Canis latrans,Coyote
200212341,34.210801762,-118.8063089608,Canis latrans,Coyote
200236545,34.1517861667,-118.9611716667,Canis latrans,Coyote
202315050,34.3387966667,-119.1489945,Canis latrans,Coyote
202702186,34.1618416667,-119.0399083333,Canis latrans,Coyote
206358129,34.2007226126,-118.8545900211,Canis latrans,Coyote
206669085,34.1471629315,-118.9559619892,Canis latrans,Coyote
207413760,34.2469208141,-119.1640488917,Canis latrans,Coyote
207530056,34.1807742,-118.6695955997,Canis latrans,Coyote
207773196,34.1626695,-119.0397638333,Canis latrans,Coyote
208638540,34.183102089,-118.7001846358,Canis latrans,Coyote
209774280,34.1659778333,-118.9675883333,Canis latrans,Coyote
214108679,34.1469638333,-118.9570083333,Canis latrans,Coyote
215552934,34.2416033333,-118.7607283333,Canis latrans,Coyote
216003426,34.1937302537,-118.6731563509,Canis latrans,Coyote
220242085,34.2632486119,-118.762303801,Canis latrans,Coyote
220527536,34.1894333333,-118.9191966667,Canis latrans,Coyote
221685530,34.154443669,-118.9658636594,Canis latrans,Coyote
222262286,34.2059032512,-118.6832954659,Canis latrans,Coyote
224317488,34.1499935275,-118.9520835943,Canis latrans,Coyote
224317494,34.1544861172,-118.9621110797,Canis latrans,Coyote
224573066,34.2583278997,-119.2379202,Canis latrans,Coyote
225410817,34.3052316667,-119.200175,Canis latrans,Coyote
225457170,34.2123965404,-118.692855911,Canis latrans,Coyote
225457171,34.2059133794,-118.6844947468,Canis latrans,Coyote
225731039,34.2971411997,-119.1730002997,Canis latrans,Coyote
226857725,34.1535679669,-118.7376961102,Canis latrans,Coyote
229042817,34.4154033333,-119.28913,Canis latrans,Coyote
229639743,34.1844375473,-118.6816874519,Canis latrans,Coyote
229855611,34.1833683503,-118.6749081686,Canis latrans,Coyote
232524813,34.4441944444,-119.2716722222,Canis latrans,Coyote
233214057,34.1480932498,-118.9604821508,Canis latrans,Coyote
236624083,34.2455538188,-119.0680937581,Canis latrans,Coyote
239538848,34.15050455,-118.95904523,Canis latrans,Coyote
241038085,34.15389818,-118.96367392,Canis latrans,Coyote
241062964,34.2321896284,-119.0051189712,Canis latrans,Coyote
242020069,34.296629718,-118.6805213615,Canis latrans,Coyote
242584874,34.175359489,-119.1174995953,Canis latrans,Coyote
243415874,34.4456353,-119.24880816,Canis latrans,Coyote
243416986,34.44571327,-119.24891103,Canis latrans,Coyote
243417975,34.44580323,-119.24891298,Canis latrans,Coyote
243453461,34.44581614,-119.24925115,Canis latrans,Coyote
245348620,34.20198,-118.84578,Canis latrans,Coyote
246110316,34.3361658254,-118.8042315105,Canis latrans,Coyote
249223360,34.1542931918,-118.9577836001,Canis latrans,Coyote
249541595,34.2896857059,-118.7005858428,Canis latrans,Coyote
250203683,34.1055666667,-119.0492166667,Canis latrans,Coyote
250220067,34.1601259722,-119.0511639722,Canis latrans,Coyote
250516186,34.1529683997,-118.9653962997,Canis latrans,Coyote
250607776,34.2971216667,-119.1699133333,Canis latrans,Coyote
250827493,34.4039219259,-119.296634189,Canis latrans,Coyote
252416032,34.1517059722,-118.9568529722,Canis latrans,Coyote
252967981,34.22147105,-118.9304135499,Canis latrans,Coyote
253601520,34.3023597296,-118.6788046208,Canis latrans,Coyote
253858163,34.17553,-118.6762916667,Canis latrans,Coyote
254353358,34.4465307997,-119.2942268997,Canis latrans,Coyote
254596774,34.1460938622,-118.9594694227,Canis latrans,Coyote
254937121,34.3574416667,-119.2538833333,Canis latrans,Coyote
255048611,34.2183458431,-118.8123878467,Canis latrans,Coyote
256933531,34.1538083333,-118.9642861111,Canis latrans,Coyote
256933533,34.1560777778,-118.8181611111,Canis latrans,Coyote
256936724,34.15445,-118.9534083333,Canis latrans,Coyote
257442676,34.1486471667,-118.9555666667,Canis latrans,Coyote
257892010,34.2829403008,-119.2418184352,Canis latrans,Coyote
258331218,34.6863509441,-119.3746289309,Canis latrans,Coyote
258331237,34.6863509441,-119.3746289309,Canis latrans,Coyote
258331245,34.6863509441,-119.3746289309,Canis latrans,Coyote
258331250,34.6863509441,-119.3746289309,Canis latrans,Coyote
258331251,34.6863509441,-119.3746289309,Canis latrans,Coyote
258331280,34.6863509441,-119.3746289309,Canis latrans,Coyote
258331298,34.6863509441,-119.3746289309,Canis latrans,Coyote
258335839,34.6885120885,-119.3591154343,Canis latrans,Coyote
258891393,34.1555416667,-118.9586033333,Canis latrans,Coyote
258905872,34.2716163112,-118.6736846125,Canis latrans,Coyote
259109120,34.2214438889,-118.8123580296,Canis latrans,Coyote
259109121,34.221591955,-118.8117630791,Canis latrans,Coyote
259111503,34.1525230341,-118.9532327619,Canis latrans,Coyote
259111505,34.1501967821,-118.9551097711,Canis latrans,Coyote
259111517,34.1492662181,-118.9548296345,Canis latrans,Coyote
259111524,34.1507309714,-118.9542585127,Canis latrans,Coyote
259111525,34.1535011097,-118.9558249228,Canis latrans,Coyote
259113714,34.147641218,-118.9537685413,Canis latrans,Coyote
259557634,34.2779916667,-118.80455,Canis latrans,Coyote
260666668,34.4915623594,-118.7653454512,Canis latrans,Coyote
260735143,34.1548462704,-118.9765723336,Canis latrans,Coyote
260942396,34.388295,-119.3141383333,Canis latrans,Coyote
261091539,34.2569588945,-119.2108834789,Canis latrans,Coyote
261288138,34.3510855,-119.3040074,Canis latrans,Coyote
261293376,34.3510855,-119.3040074,Canis latrans,Coyote
261293378,34.3510855,-119.3040074,Canis latrans,Coyote
261293381,34.3510855,-119.3040074,Canis latrans,Coyote
261298526,34.3510855,-119.3040074,Canis latrans,Coyote
261479271,34.157075,-118.9618,Canis latrans,Coyote
261776481,34.14845,-118.9607,Canis latrans,Coyote
261944770,34.1499471667,-118.9608833333,Canis latrans,Coyote
261998227,34.1517028333,-118.9607866667,Canis latrans,Coyote
262204614,34.3510855,-119.3040074,Canis latrans,Coyote
262204615,34.3510855,-119.3040074,Canis latrans,Coyote
262224989,34.1518183127,-118.9586304728,Canis latrans,Coyote
262283829,34.1542166667,-118.9630966667,Canis latrans,Coyote
262651880,34.1537138333,-118.9669283333,Canis latrans,Coyote
262732486,34.3510855,-119.3040074,Canis latrans,Coyote
262732488,34.3510855,-119.3040074,Canis latrans,Coyote
262732492,34.3510855,-119.3040074,Canis latrans,Coyote
262732493,34.3510855,-119.3040074,Canis latrans,Coyote
262732503,34.3510855,-119.3040074,Canis latrans,Coyote
262732505,34.3510855,-119.3040074,Canis latrans,Coyote
262732516,34.3510855,-119.3040074,Canis latrans,Coyote
262732521,34.3510855,-119.3040074,Canis latrans,Coyote
262732528,34.3510855,-119.3040074,Canis latrans,Coyote
262732530,34.3510855,-119.3040074,Canis latrans,Coyote
262732533,34.3510855,-119.3040074,Canis latrans,Coyote
262732534,34.3510855,-119.3040074,Canis latrans,Coyote
263222703,34.2225366065,-118.9430589073,Canis latrans,Coyote
263340856,34.5127750114,-119.256136236,Canis latrans,Coyote
