Area Type,Area Name,Year,Month,Date,Series Code,Industry Title,Seasonally Adjusted (Y/N),Current Employment,Benchmark
County,Ventura County,1991,December,12/1/1991,55000000,      Financial Activities,N,14100,2024
County,Ventura County,1991,December,12/1/1991,42000000,Retail Trade,N,29600,2024
County,Ventura County,1992,January,01/1/1992,42445000,          Food and Beverage Retailers,N,5700,2024
County,Ventura County,1992,January,01/1/1992,43000000,"        Transportation, Warehousing, and Utilities",N,5900,2024
County,Ventura County,1992,January,01/1/1992,50000000,      Information,N,7200,2024
County,Ventura County,1992,January,01/1/1992,55520000,        Finance and Insurance,N,10300,2024
County,Ventura County,1992,January,01/1/1992,42000000,Retail Trade,N,27400,2024
County,Ventura County,1992,January,01/1/1992,0,Total Nonfarm,N,226600,2024
County,Ventura County,1992,January,01/1/1992,5000000,Total Private,N,181100,2024
County,Ventura County,1992,January,01/1/1992,60560000,Administrative and Support and Waste and Remediation Services,N,13300,2024
County,Ventura County,1992,January,01/1/1992,6000000,Goods Producing,N,41200,2024
County,Ventura County,1992,January,01/1/1992,70000000,      Leisure and Hospitality,N,19900,2024
County,Ventura County,1992,January,01/1/1992,80000000,Other Services,N,8200,2024
County,Ventura County,1992,January,01/1/1992,90910000,Federal Government,N,12900,2024
County,Ventura County,1992,January,01/1/1992,1000000,"Total, All Industries",N,241800,2024
County,Ventura County,1992,January,01/1/1992,55524000,          Insurance Carriers and Related Activities,N,5100,2024
County,Ventura County,1992,January,01/1/1992,60000000,      Professional and Business Services,N,29000,2024
County,Ventura County,1992,January,01/1/1992,11000000,Total Farm,N,1747900,2024
County,Ventura County,1992,January,01/1/1992,70720000,        Accommodation and Food Services,N,17100,2024
County,Ventura County,1992,January,01/1/1992,90912991,          Federal Government excluding Department of Defense,N,3000,2024
County,Ventura County,1992,January,01/1/1992,90919110,Department of Defense,N,9900,2024
County,Ventura County,1992,January,01/1/1992,60561000,          Administrative and Support Services,N,12800,2024
County,Ventura County,1992,January,01/1/1992,42455000,General Merchandise Retailers,N,5500,2024
County,Ventura County,1992,January,01/1/1992,43400089,          Transportation and Warehousing,N,4700,2024
County,Ventura County,1992,January,01/1/1992,55000000,      Financial Activities,N,14100,2024
County,Ventura County,1992,January,01/1/1992,55522000,          Credit Intermediation and Related Activities including Monetary Authorities - Central Bank,N,4500,2024
County,Ventura County,1992,January,01/1/1992,55530000,Real Estate and Rental and Leasing,N,3800,2024
County,Ventura County,1992,January,01/1/1992,90000000,Government,N,45500,2024
County,Ventura County,1992,January,01/1/1992,60540000,"        Professional, Scientific, and Technical Services",N,11800,2024
County,Ventura County,1992,January,01/1/1992,60550000,Management of Companies and Enterprises,N,3900,2024
County,Ventura County,1992,January,01/1/1992,60561300,Employment Services,N,5300,2024
County,Ventura County,1992,January,01/1/1992,65000000,      Private Education and Health Services,N,20400,2024
County,Ventura County,1992,January,01/1/1992,90940000,Total State and Local Government,N,32600,2024
County,Ventura County,1992,January,01/1/1992,90930000,Local Government,N,28900,2024
County,Ventura County,1992,January,01/1/1992,8000000,Private Service Providing,N,139900,2024
County,Ventura County,1992,January,01/1/1992,40000000,"Trade, Transportation, and Utilities",N,41100,2024
County,Ventura County,1992,January,01/1/1992,10000000,      Mining and Logging,N,1800,2024
County,Ventura County,1992,January,01/1/1992,7000000,Service-Providing,N,185400,2024
County,Ventura County,1992,January,01/1/1992,31334000,          Computer and Electronic Product Manufacturing,N,8900,2024
County,Ventura County,1992,January,01/1/1992,20000000,Construction,N,10000,2024
County,Ventura County,1992,January,01/1/1992,31000000,Durable Goods,N,21900,2024
County,Ventura County,1992,January,01/1/1992,32325000,Chemical Manufacturing,N,1000,2024
County,Ventura County,1992,January,01/1/1992,15000000,"     Mining, Logging and Construction",N,11800,2024
County,Ventura County,1992,January,01/1/1992,32000000,Non-durable Goods,N,7500,2024
County,Ventura County,1992,January,01/1/1992,90939012,County Government,N,7300,2024
County,Ventura County,1992,January,01/1/1992,90932994,Special Districts plus Tribes,N,1600,2024
County,Ventura County,1992,January,01/1/1992,30000000,Manufacturing,N,29400,2024
County,Ventura County,1992,January,01/1/1992,90921611,State Government Educational Services,N,600,2024
County,Ventura County,1992,January,01/1/1992,90922000,State Government Excluding Education,N,3100,2024
County,Ventura County,1992,January,01/1/1992,90939022,City Government,N,3700,2024
County,Ventura County,1992,January,01/1/1992,20238000,Specialty Trade Contractors,N,6200,2024
County,Ventura County,1992,January,01/1/1992,41000000,Wholesale Trade,N,7800,2024
County,Ventura County,1992,January,01/1/1992,90931611,Local Government Educational Services,N,16300,2024
County,Ventura County,1992,January,01/1/1992,90920000,State Government,N,3700,2024
County,Ventura County,1992,January,01/1/1992,0,Total Nonfarm,Y,230100,2024
County,Ventura County,1992,February,02/1/1992,42445000,          Food and Beverage Retailers,N,5500,2024
County,Ventura County,1992,February,02/1/1992,50000000,      Information,N,7000,2024
County,Ventura County,1992,February,02/1/1992,43000000,"        Transportation, Warehousing, and Utilities",N,5800,2024
County,Ventura County,1992,February,02/1/1992,60560000,Administrative and Support and Waste and Remediation Services,N,13200,2024
County,Ventura County,1992,February,02/1/1992,90910000,Federal Government,N,12700,2024
County,Ventura County,1992,February,02/1/1992,80000000,Other Services,N,8300,2024
County,Ventura County,1992,February,02/1/1992,70000000,      Leisure and Hospitality,N,20200,2024
County,Ventura County,1992,February,02/1/1992,6000000,Goods Producing,N,41100,2024
County,Ventura County,1992,February,02/1/1992,55520000,        Finance and Insurance,N,10400,2024
County,Ventura County,1992,February,02/1/1992,42000000,Retail Trade,N,26600,2024
County,Ventura County,1992,February,02/1/1992,5000000,Total Private,N,180900,2024
County,Ventura County,1992,February,02/1/1992,0,Total Nonfarm,N,226400,2024
County,Ventura County,1992,February,02/1/1992,55524000,          Insurance Carriers and Related Activities,N,5100,2024
County,Ventura County,1992,February,02/1/1992,1000000,"Total, All Industries",N,242900,2024
County,Ventura County,1992,February,02/1/1992,70720000,        Accommodation and Food Services,N,17200,2024
County,Ventura County,1992,February,02/1/1992,11000000,Total Farm,N,16500,2024
County,Ventura County,1992,February,02/1/1992,60000000,      Professional and Business Services,N,29100,2024
County,Ventura County,1992,February,02/1/1992,90919110,Department of Defense,N,9900,2024
County,Ventura County,1992,February,02/1/1992,90912991,          Federal Government excluding Department of Defense,N,2800,2024
County,Ventura County,1992,February,02/1/1992,55000000,      Financial Activities,N,14500,2024
County,Ventura County,1992,February,02/1/1992,43400089,          Transportation and Warehousing,N,4500,2024
County,Ventura County,1992,February,02/1/1992,42455000,General Merchandise Retailers,N,5000,2024
County,Ventura County,1992,February,02/1/1992,60561000,          Administrative and Support Services,N,12800,2024
County,Ventura County,1992,February,02/1/1992,55530000,Real Estate and Rental and Leasing,N,4100,2024
County,Ventura County,1992,February,02/1/1992,55522000,          Credit Intermediation and Related Activities including Monetary Authorities - Central Bank,N,4600,2024
County,Ventura County,1992,February,02/1/1992,60540000,"        Professional, Scientific, and Technical Services",N,11900,2024
County,Ventura County,1992,February,02/1/1992,90000000,Government,N,45500,2024
County,Ventura County,1992,February,02/1/1992,65000000,      Private Education and Health Services,N,20600,2024
County,Ventura County,1992,February,02/1/1992,60561300,Employment Services,N,5200,2024
County,Ventura County,1992,February,02/1/1992,60550000,Management of Companies and Enterprises,N,4000,2024
County,Ventura County,1992,February,02/1/1992,90940000,Total State and Local Government,N,32800,2024
County,Ventura County,1992,February,02/1/1992,8000000,Private Service Providing,N,139800,2024
County,Ventura County,1992,February,02/1/1992,90930000,Local Government,N,29100,2024
County,Ventura County,1992,February,02/1/1992,40000000,"Trade, Transportation, and Utilities",N,40100,2024
County,Ventura County,1992,February,02/1/1992,7000000,Service-Providing,N,185300,2024
County,Ventura County,1992,February,02/1/1992,10000000,      Mining and Logging,N,1800,2024
County,Ventura County,1992,February,02/1/1992,31334000,          Computer and Electronic Product Manufacturing,N,8900,2024
County,Ventura County,1992,February,02/1/1992,31000000,Durable Goods,N,21900,2024
County,Ventura County,1992,February,02/1/1992,20000000,Construction,N,9700,2024
County,Ventura County,1992,February,02/1/1992,32325000,Chemical Manufacturing,N,1100,2024
County,Ventura County,1992,February,02/1/1992,32000000,Non-durable Goods,N,7700,2024
County,Ventura County,1992,February,02/1/1992,15000000,"     Mining, Logging and Construction",N,11500,2024
County,Ventura County,1992,February,02/1/1992,90932994,Special Districts plus Tribes,N,1700,2024
County,Ventura County,1992,February,02/1/1992,90939012,County Government,N,7300,2024
County,Ventura County,1992,February,02/1/1992,41000000,Wholesale Trade,N,7700,2024
County,Ventura County,1992,February,02/1/1992,90931611,Local Government Educational Services,N,16400,2024
County,Ventura County,1992,February,02/1/1992,90920000,State Government,N,3700,2024
County,Ventura County,1992,February,02/1/1992,30000000,Manufacturing,N,29600,2024
County,Ventura County,1992,February,02/1/1992,90921611,State Government Educational Services,N,600,2024
County,Ventura County,1992,February,02/1/1992,90939022,City Government,N,3700,2024
County,Ventura County,1992,February,02/1/1992,90922000,State Government Excluding Education,N,3100,2024
County,Ventura County,1992,February,02/1/1992,20238000,Specialty Trade Contractors,N,6000,2024
County,Ventura County,1992,February,02/1/1992,0,Total Nonfarm,Y,228600,2024
County,Ventura County,1992,March,03/1/1992,42445000,          Food and Beverage Retailers,N,5600,2024
County,Ventura County,1992,March,03/1/1992,43000000,"        Transportation, Warehousing, and Utilities",N,6100,2024
County,Ventura County,1992,March,03/1/1992,50000000,      Information,N,7200,2024
County,Ventura County,1992,March,03/1/1992,55520000,        Finance and Insurance,N,9900,2024
County,Ventura County,1992,March,03/1/1992,42000000,Retail Trade,N,26600,2024
County,Ventura County,1992,March,03/1/1992,0,Total Nonfarm,N,229000,2024
County,Ventura County,1992,March,03/1/1992,5000000,Total Private,N,183300,2024
County,Ventura County,1992,March,03/1/1992,60560000,Administrative and Support and Waste and Remediation Services,N,13400,2024
County,Ventura County,1992,March,03/1/1992,6000000,Goods Producing,N,42000,2024
County,Ventura County,1992,March,03/1/1992,70000000,      Leisure and Hospitality,N,20500,2024
County,Ventura County,1992,March,03/1/1992,80000000,Other Services,N,8300,2024
County,Ventura County,1992,March,03/1/1992,90910000,Federal Government,N,12700,2024
County,Ventura County,1992,March,03/1/1992,1000000,"Total, All Industries",N,249000,2024
County,Ventura County,1992,March,03/1/1992,55524000,          Insurance Carriers and Related Activities,N,5200,2024
County,Ventura County,1992,March,03/1/1992,60000000,      Professional and Business Services,N,29400,2024
County,Ventura County,1992,March,03/1/1992,11000000,Total Farm,N,20000,2024
County,Ventura County,1992,March,03/1/1992,70720000,        Accommodation and Food Services,N,17400,2024
County,Ventura County,1992,March,03/1/1992,90912991,          Federal Government excluding Department of Defense,N,2800,2024
County,Ventura County,1992,March,03/1/1992,90919110,Department of Defense,N,9900,2024
County,Ventura County,1992,March,03/1/1992,60561000,          Administrative and Support Services,N,13000,2024
County,Ventura County,1992,March,03/1/1992,42455000,General Merchandise Retailers,N,5100,2024
County,Ventura County,1992,March,03/1/1992,43400089,          Transportation and Warehousing,N,4800,2024
County,Ventura County,1992,March,03/1/1992,55000000,      Financial Activities,N,14500,2024
County,Ventura County,1992,March,03/1/1992,55522000,          Credit Intermediation and Related Activities including Monetary Authorities - Central Bank,N,4600,2024
County,Ventura County,1992,March,03/1/1992,55530000,Real Estate and Rental and Leasing,N,4600,2024
County,Ventura County,1992,March,03/1/1992,90000000,Government,N,45700,2024
County,Ventura County,1992,March,03/1/1992,60550000,Management of Companies and Enterprises,N,4100,2024
County,Ventura County,1992,March,03/1/1992,60561300,Employment Services,N,5300,2024
County,Ventura County,1992,March,03/1/1992,65000000,      Private Education and Health Services,N,20800,2024
County,Ventura County,1992,March,03/1/1992,60540000,"        Professional, Scientific, and Technical Services",N,11900,2024
County,Ventura County,1992,March,03/1/1992,90940000,Total State and Local Government,N,33000,2024
County,Ventura County,1992,March,03/1/1992,90930000,Local Government,N,29300,2024
County,Ventura County,1992,March,03/1/1992,8000000,Private Service Providing,N,141300,2024
County,Ventura County,1992,March,03/1/1992,40000000,"Trade, Transportation, and Utilities",N,40600,2024
County,Ventura County,1992,March,03/1/1992,10000000,      Mining and Logging,N,1900,2024
County,Ventura County,1992,March,03/1/1992,7000000,Service-Providing,N,187000,2024
County,Ventura County,1992,March,03/1/1992,31334000,          Computer and Electronic Product Manufacturing,N,8900,2024
County,Ventura County,1992,March,03/1/1992,20000000,Construction,N,10300,2024
County,Ventura County,1992,March,03/1/1992,31000000,Durable Goods,N,22100,2024
County,Ventura County,1992,March,03/1/1992,32325000,Chemical Manufacturing,N,1100,2024
County,Ventura County,1992,March,03/1/1992,15000000,"     Mining, Logging and Construction",N,12200,2024
County,Ventura County,1992,March,03/1/1992,32000000,Non-durable Goods,N,7700,2024
County,Ventura County,1992,March,03/1/1992,90939012,County Government,N,7300,2024
County,Ventura County,1992,March,03/1/1992,90932994,Special Districts plus Tribes,N,1700,2024
County,Ventura County,1992,March,03/1/1992,90921611,State Government Educational Services,N,600,2024
County,Ventura County,1992,March,03/1/1992,90922000,State Government Excluding Education,N,3100,2024
County,Ventura County,1992,March,03/1/1992,90939022,City Government,N,3700,2024
County,Ventura County,1992,March,03/1/1992,20238000,Specialty Trade Contractors,N,6300,2024
County,Ventura County,1992,March,03/1/1992,41000000,Wholesale Trade,N,7900,2024
County,Ventura County,1992,March,03/1/1992,30000000,Manufacturing,N,29800,2024
County,Ventura County,1992,March,03/1/1992,90931611,Local Government Educational Services,N,16600,2024
County,Ventura County,1992,March,03/1/1992,90920000,State Government,N,3700,2024
County,Ventura County,1992,March,03/1/1992,0,Total Nonfarm,Y,229400,2024
County,Ventura County,1992,April,04/1/1992,60560000,Administrative and Support and Waste and Remediation Services,N,13400,2024
County,Ventura County,1992,April,04/1/1992,90910000,Federal Government,N,13000,2024
County,Ventura County,1992,April,04/1/1992,80000000,Other Services,N,8300,2024
County,Ventura County,1992,April,04/1/1992,70000000,      Leisure and Hospitality,N,21200,2024
County,Ventura County,1992,April,04/1/1992,6000000,Goods Producing,N,42100,2024
County,Ventura County,1992,April,04/1/1992,55520000,        Finance and Insurance,N,9300,2024
County,Ventura County,1992,April,04/1/1992,42000000,Retail Trade,N,26900,2024
County,Ventura County,1992,April,04/1/1992,5000000,Total Private,N,183300,2024
County,Ventura County,1992,April,04/1/1992,0,Total Nonfarm,N,229500,2024
County,Ventura County,1992,April,04/1/1992,42445000,          Food and Beverage Retailers,N,5800,2024
County,Ventura County,1992,April,04/1/1992,50000000,      Information,N,6700,2024
County,Ventura County,1992,April,04/1/1992,43000000,"        Transportation, Warehousing, and Utilities",N,5900,2024
County,Ventura County,1992,April,04/1/1992,55524000,          Insurance Carriers and Related Activities,N,4100,2024
County,Ventura County,1992,April,04/1/1992,1000000,"Total, All Industries",N,254100,2024
County,Ventura County,1992,April,04/1/1992,70720000,        Accommodation and Food Services,N,18000,2024
County,Ventura County,1992,April,04/1/1992,11000000,Total Farm,N,24600,2024
County,Ventura County,1992,April,04/1/1992,60000000,      Professional and Business Services,N,28800,2024
County,Ventura County,1992,April,04/1/1992,90919110,Department of Defense,N,9900,2024
County,Ventura County,1992,April,04/1/1992,90912991,          Federal Government excluding Department of Defense,N,3100,2024
County,Ventura County,1992,April,04/1/1992,43400089,          Transportation and Warehousing,N,4700,2024
County,Ventura County,1992,April,04/1/1992,42455000,General Merchandise Retailers,N,5200,2024
County,Ventura County,1992,April,04/1/1992,60561000,          Administrative and Support Services,N,12900,2024
County,Ventura County,1992,April,04/1/1992,55530000,Real Estate and Rental and Leasing,N,4700,2024
County,Ventura County,1992,April,04/1/1992,55522000,          Credit Intermediation and Related Activities including Monetary Authorities - Central Bank,N,4500,2024
County,Ventura County,1992,April,04/1/1992,55000000,      Financial Activities,N,14000,2024
County,Ventura County,1992,April,04/1/1992,90000000,Government,N,46200,2024
County,Ventura County,1992,April,04/1/1992,60540000,"        Professional, Scientific, and Technical Services",N,11500,2024
County,Ventura County,1992,April,04/1/1992,65000000,      Private Education and Health Services,N,21000,2024
County,Ventura County,1992,April,04/1/1992,60561300,Employment Services,N,5200,2024
County,Ventura County,1992,April,04/1/1992,60550000,Management of Companies and Enterprises,N,3900,2024
County,Ventura County,1992,April,04/1/1992,90940000,Total State and Local Government,N,33200,2024
County,Ventura County,1992,April,04/1/1992,8000000,Private Service Providing,N,141200,2024
County,Ventura County,1992,April,04/1/1992,90930000,Local Government,N,29400,2024
County,Ventura County,1992,April,04/1/1992,40000000,"Trade, Transportation, and Utilities",N,41200,2024
County,Ventura County,1992,April,04/1/1992,7000000,Service-Providing,N,187400,2024
County,Ventura County,1992,April,04/1/1992,10000000,      Mining and Logging,N,1800,2024
County,Ventura County,1992,April,04/1/1992,31334000,          Computer and Electronic Product Manufacturing,N,9100,2024
County,Ventura County,1992,April,04/1/1992,31000000,Durable Goods,N,22400,2024
County,Ventura County,1992,April,04/1/1992,20000000,Construction,N,10100,2024
County,Ventura County,1992,April,04/1/1992,32325000,Chemical Manufacturing,N,1100,2024
County,Ventura County,1992,April,04/1/1992,32000000,Non-durable Goods,N,7800,2024
County,Ventura County,1992,April,04/1/1992,15000000,"     Mining, Logging and Construction",N,11900,2024
County,Ventura County,1992,April,04/1/1992,90932994,Special Districts plus Tribes,N,1700,2024
County,Ventura County,1992,April,04/1/1992,90939012,County Government,N,7300,2024
County,Ventura County,1992,April,04/1/1992,30000000,Manufacturing,N,30200,2024
County,Ventura County,1992,April,04/1/1992,41000000,Wholesale Trade,N,8400,2024
County,Ventura County,1992,April,04/1/1992,90931611,Local Government Educational Services,N,16700,2024
County,Ventura County,1992,April,04/1/1992,90920000,State Government,N,3800,2024
County,Ventura County,1992,April,04/1/1992,90939022,City Government,N,3700,2024
County,Ventura County,1992,April,04/1/1992,90922000,State Government Excluding Education,N,3200,2024
County,Ventura County,1992,April,04/1/1992,90921611,State Government Educational Services,N,600,2024
County,Ventura County,1992,April,04/1/1992,20238000,Specialty Trade Contractors,N,6100,2024
County,Ventura County,1992,April,04/1/1992,0,Total Nonfarm,Y,229700,2024
County,Ventura County,1992,May,05/1/1992,42445000,          Food and Beverage Retailers,N,5700,2024
County,Ventura County,1992,May,05/1/1992,43000000,"        Transportation, Warehousing, and Utilities",N,6100,2024
County,Ventura County,1992,May,05/1/1992,50000000,      Information,N,6700,2024
County,Ventura County,1992,May,05/1/1992,55520000,        Finance and Insurance,N,9300,2024
County,Ventura County,1992,May,05/1/1992,42000000,Retail Trade,N,26500,2024
County,Ventura County,1992,May,05/1/1992,0,Total Nonfarm,N,230900,2024
County,Ventura County,1992,May,05/1/1992,5000000,Total Private,N,184600,2024
County,Ventura County,1992,May,05/1/1992,60560000,Administrative and Support and Waste and Remediation Services,N,13600,2024
County,Ventura County,1992,May,05/1/1992,6000000,Goods Producing,N,42700,2024
County,Ventura County,1992,May,05/1/1992,70000000,      Leisure and Hospitality,N,21500,2024
County,Ventura County,1992,May,05/1/1992,80000000,Other Services,N,8400,2024
County,Ventura County,1992,May,05/1/1992,90910000,Federal Government,N,12800,2024
County,Ventura County,1992,May,05/1/1992,55524000,          Insurance Carriers and Related Activities,N,4100,2024
County,Ventura County,1992,May,05/1/1992,60000000,      Professional and Business Services,N,29100,2024
County,Ventura County,1992,May,05/1/1992,1000000,"Total, All Industries",N,255100,2024
County,Ventura County,1992,May,05/1/1992,11000000,Total Farm,N,24200,2024
County,Ventura County,1992,May,05/1/1992,70720000,        Accommodation and Food Services,N,18400,2024
County,Ventura County,1992,May,05/1/1992,90912991,          Federal Government excluding Department of Defense,N,2900,2024
County,Ventura County,1992,May,05/1/1992,90919110,Department of Defense,N,9900,2024
County,Ventura County,1992,May,05/1/1992,60561000,          Administrative and Support Services,N,13000,2024
County,Ventura County,1992,May,05/1/1992,42455000,General Merchandise Retailers,N,5100,2024
County,Ventura County,1992,May,05/1/1992,43400089,          Transportation and Warehousing,N,4900,2024
County,Ventura County,1992,May,05/1/1992,90000000,Government,N,46300,2024
County,Ventura County,1992,May,05/1/1992,55000000,      Financial Activities,N,13900,2024
County,Ventura County,1992,May,05/1/1992,55522000,          Credit Intermediation and Related Activities including Monetary Authorities - Central Bank,N,4500,2024
County,Ventura County,1992,May,05/1/1992,55530000,Real Estate and Rental and Leasing,N,4600,2024
County,Ventura County,1992,May,05/1/1992,60550000,Management of Companies and Enterprises,N,4100,2024
County,Ventura County,1992,May,05/1/1992,60561300,Employment Services,N,5200,2024
County,Ventura County,1992,May,05/1/1992,65000000,      Private Education and Health Services,N,21200,2024
County,Ventura County,1992,May,05/1/1992,60540000,"        Professional, Scientific, and Technical Services",N,11400,2024
County,Ventura County,1992,May,05/1/1992,90940000,Total State and Local Government,N,33500,2024
County,Ventura County,1992,May,05/1/1992,90930000,Local Government,N,29700,2024
County,Ventura County,1992,May,05/1/1992,8000000,Private Service Providing,N,141900,2024
County,Ventura County,1992,May,05/1/1992,40000000,"Trade, Transportation, and Utilities",N,41100,2024
County,Ventura County,1992,May,05/1/1992,10000000,      Mining and Logging,N,1900,2024
County,Ventura County,1992,May,05/1/1992,7000000,Service-Providing,N,188200,2024
County,Ventura County,1992,May,05/1/1992,31334000,          Computer and Electronic Product Manufacturing,N,9100,2024
County,Ventura County,1992,May,05/1/1992,20000000,Construction,N,10500,2024
County,Ventura County,1992,May,05/1/1992,31000000,Durable Goods,N,22400,2024
County,Ventura County,1992,May,05/1/1992,32325000,Chemical Manufacturing,N,1100,2024
County,Ventura County,1992,May,05/1/1992,15000000,"     Mining, Logging and Construction",N,12400,2024
County,Ventura County,1992,May,05/1/1992,32000000,Non-durable Goods,N,7900,2024
County,Ventura County,1992,May,05/1/1992,90939012,County Government,N,7300,2024
County,Ventura County,1992,May,05/1/1992,90932994,Special Districts plus Tribes,N,1700,2024
County,Ventura County,1992,May,05/1/1992,90921611,State Government Educational Services,N,600,2024
County,Ventura County,1992,May,05/1/1992,90922000,State Government Excluding Education,N,3200,2024
County,Ventura County,1992,May,05/1/1992,90939022,City Government,N,3700,2024
County,Ventura County,1992,May,05/1/1992,20238000,Specialty Trade Contractors,N,6400,2024
County,Ventura County,1992,May,05/1/1992,41000000,Wholesale Trade,N,8500,2024
County,Ventura County,1992,May,05/1/1992,30000000,Manufacturing,N,30300,2024
County,Ventura County,1992,May,05/1/1992,90931611,Local Government Educational Services,N,17000,2024
County,Ventura County,1992,May,05/1/1992,90920000,State Government,N,3800,2024
County,Ventura County,1992,May,05/1/1992,0,Total Nonfarm,Y,229700,2024
County,Ventura County,1992,June,06/1/1992,60560000,Administrative and Support and Waste and Remediation Services,N,13700,2024
County,Ventura County,1992,June,06/1/1992,90910000,Federal Government,N,13000,2024
County,Ventura County,1992,June,06/1/1992,80000000,Other Services,N,8500,2024
County,Ventura County,1992,June,06/1/1992,70000000,      Leisure and Hospitality,N,22100,2024
County,Ventura County,1992,June,06/1/1992,6000000,Goods Producing,N,43000,2024
County,Ventura County,1992,June,06/1/1992,55520000,        Finance and Insurance,N,9400,2024
County,Ventura County,1992,June,06/1/1992,42000000,Retail Trade,N,26600,2024
County,Ventura County,1992,June,06/1/1992,5000000,Total Private,N,185500,2024
County,Ventura County,1992,June,06/1/1992,0,Total Nonfarm,N,231600,2024
County,Ventura County,1992,June,06/1/1992,42445000,          Food and Beverage Retailers,N,5700,2024
County,Ventura County,1992,June,06/1/1992,50000000,      Information,N,6700,2024
County,Ventura County,1992,June,06/1/1992,43000000,"        Transportation, Warehousing, and Utilities",N,5800,2024
County,Ventura County,1992,June,06/1/1992,55524000,          Insurance Carriers and Related Activities,N,4100,2024
County,Ventura County,1992,June,06/1/1992,70720000,        Accommodation and Food Services,N,18800,2024
County,Ventura County,1992,June,06/1/1992,11000000,Total Farm,N,21100,2024
County,Ventura County,1992,June,06/1/1992,1000000,"Total, All Industries",N,252700,2024
County,Ventura County,1992,June,06/1/1992,60000000,      Professional and Business Services,N,29300,2024
County,Ventura County,1992,June,06/1/1992,90919110,Department of Defense,N,10000,2024
County,Ventura County,1992,June,06/1/1992,90912991,          Federal Government excluding Department of Defense,N,3000,2024
County,Ventura County,1992,June,06/1/1992,90000000,Government,N,46100,2024
County,Ventura County,1992,June,06/1/1992,43400089,          Transportation and Warehousing,N,4600,2024
County,Ventura County,1992,June,06/1/1992,42455000,General Merchandise Retailers,N,5000,2024
County,Ventura County,1992,June,06/1/1992,60561000,          Administrative and Support Services,N,13100,2024
County,Ventura County,1992,June,06/1/1992,55530000,Real Estate and Rental and Leasing,N,4300,2024
County,Ventura County,1992,June,06/1/1992,55522000,          Credit Intermediation and Related Activities including Monetary Authorities - Central Bank,N,4600,2024
County,Ventura County,1992,June,06/1/1992,55000000,      Financial Activities,N,13700,2024
County,Ventura County,1992,June,06/1/1992,60540000,"        Professional, Scientific, and Technical Services",N,11400,2024
County,Ventura County,1992,June,06/1/1992,65000000,      Private Education and Health Services,N,21300,2024
County,Ventura County,1992,June,06/1/1992,60561300,Employment Services,N,5100,2024
County,Ventura County,1992,June,06/1/1992,60550000,Management of Companies and Enterprises,N,4200,2024
County,Ventura County,1992,June,06/1/1992,90940000,Total State and Local Government,N,33100,2024
County,Ventura County,1992,June,06/1/1992,8000000,Private Service Providing,N,142500,2024
County,Ventura County,1992,June,06/1/1992,90930000,Local Government,N,29300,2024
County,Ventura County,1992,June,06/1/1992,40000000,"Trade, Transportation, and Utilities",N,40900,2024
County,Ventura County,1992,June,06/1/1992,7000000,Service-Providing,N,188600,2024
County,Ventura County,1992,June,06/1/1992,10000000,      Mining and Logging,N,1800,2024
County,Ventura County,1992,June,06/1/1992,31334000,          Computer and Electronic Product Manufacturing,N,9200,2024
County,Ventura County,1992,June,06/1/1992,31000000,Durable Goods,N,22400,2024
County,Ventura County,1992,June,06/1/1992,20000000,Construction,N,10900,2024
County,Ventura County,1992,June,06/1/1992,32325000,Chemical Manufacturing,N,1100,2024
County,Ventura County,1992,June,06/1/1992,32000000,Non-durable Goods,N,7900,2024
County,Ventura County,1992,June,06/1/1992,15000000,"     Mining, Logging and Construction",N,12700,2024
County,Ventura County,1992,June,06/1/1992,90932994,Special Districts plus Tribes,N,1700,2024
County,Ventura County,1992,June,06/1/1992,90939012,County Government,N,7400,2024
County,Ventura County,1992,June,06/1/1992,30000000,Manufacturing,N,30300,2024
County,Ventura County,1992,June,06/1/1992,41000000,Wholesale Trade,N,8500,2024
County,Ventura County,1992,June,06/1/1992,90931611,Local Government Educational Services,N,16500,2024
County,Ventura County,1992,June,06/1/1992,90920000,State Government,N,3800,2024
County,Ventura County,1992,June,06/1/1992,90939022,City Government,N,3700,2024
County,Ventura County,1992,June,06/1/1992,90922000,State Government Excluding Education,N,3200,2024
County,Ventura County,1992,June,06/1/1992,90921611,State Government Educational Services,N,600,2024
County,Ventura County,1992,June,06/1/1992,20238000,Specialty Trade Contractors,N,6400,2024
County,Ventura County,1992,June,06/1/1992,0,Total Nonfarm,Y,229600,2024
County,Ventura County,1992,July,07/1/1992,55524000,          Insurance Carriers and Related Activities,N,4200,2024
County,Ventura County,1992,July,07/1/1992,60000000,      Professional and Business Services,N,30000,2024
County,Ventura County,1992,July,07/1/1992,1000000,"Total, All Industries",N,245300,2024
County,Ventura County,1992,July,07/1/1992,11000000,Total Farm,N,15400,2024
County,Ventura County,1992,July,07/1/1992,70720000,        Accommodation and Food Services,N,18900,2024
County,Ventura County,1992,July,07/1/1992,90912991,          Federal Government excluding Department of Defense,N,2900,2024
County,Ventura County,1992,July,07/1/1992,90919110,Department of Defense,N,9900,2024
County,Ventura County,1992,July,07/1/1992,60561000,          Administrative and Support Services,N,13600,2024
County,Ventura County,1992,July,07/1/1992,42455000,General Merchandise Retailers,N,5100,2024
County,Ventura County,1992,July,07/1/1992,43400089,          Transportation and Warehousing,N,4300,2024
County,Ventura County,1992,July,07/1/1992,90000000,Government,N,45400,2024
