Area Type,Area Name,Date,Industry Title,Seasonally Adjusted (Y/N),Current Employment
County,Ventura County,01/1/2003,      Leisure and Hospitality,N,26700
County,Ventura County,01/1/2003,Government,N,45500
County,Ventura County,01/1/2003,        Accommodation and Food Services,N,22400
County,Ventura County,01/1/2003,Total Farm,N,17600
County,Ventura County,01/1/2003,"Total, All Industries",N,298400
County,Ventura County,01/1/2003,Total Private,N,235300
County,Ventura County,01/1/2003,Total Nonfarm,N,280800
County,Ventura County,01/1/2003,Local Government Educational Services,N,21300
County,Ventura County,01/1/2003,          Administrative and Support Services,N,18500
County,Ventura County,01/1/2003,City Government,N,4300
County,Ventura County,01/1/2003,Local Government,N,35500
County,Ventura County,01/1/2003,State Government Educational Services,N,300
County,Ventura County,01/1/2003,Local Government excluding Educational Services,N,14200
County,Ventura County,01/1/2003,State Government Excluding Education,N,1700
County,Ventura County,01/1/2003,State Government,N,2000
County,Ventura County,01/1/2003,Total State and Local Government,N,37500
County,Ventura County,01/1/2003,Employment Services,N,7900
County,Ventura County,01/1/2003,Management of Companies and Enterprises,N,8000
County,Ventura County,01/1/2003,Special Districts plus Tribes,N,1600
County,Ventura County,01/1/2003,County Government,N,8300
County,Ventura County,01/1/2003,Total Nonfarm,Y,284200
County,Ventura County,02/1/2003,        Finance and Insurance,N,18600
County,Ventura County,02/1/2003,          Transportation and Warehousing,N,4700
County,Ventura County,02/1/2003,      Financial Activities,N,22700
County,Ventura County,02/1/2003,"        Transportation, Warehousing, and Utilities",N,5700
County,Ventura County,02/1/2003,      Information,N,7600
County,Ventura County,02/1/2003,Retail Trade,N,33600
County,Ventura County,02/1/2003,Specialty Trade Contractors,N,10800
County,Ventura County,02/1/2003,General Merchandise Retailers,N,5900
County,Ventura County,02/1/2003,Wholesale Trade,N,11800
County,Ventura County,02/1/2003,          Food and Beverage Retailers,N,6500
County,Ventura County,02/1/2003,Service-Providing,N,232900
County,Ventura County,02/1/2003,"Trade, Transportation, and Utilities",N,51100
County,Ventura County,02/1/2003,          Computer and Electronic Product Manufacturing,N,10200
County,Ventura County,02/1/2003,Chemical Manufacturing,N,2800
County,Ventura County,02/1/2003,Private Service Providing,N,187400
County,Ventura County,02/1/2003,      Professional and Business Services,N,40500
County,Ventura County,02/1/2003,Construction,N,15100
County,Ventura County,02/1/2003,Durable Goods,N,24300
County,Ventura County,02/1/2003,Non-durable Goods,N,8400
County,Ventura County,02/1/2003,Real Estate and Rental and Leasing,N,4100
County,Ventura County,02/1/2003,"     Mining, Logging and Construction",N,15700
County,Ventura County,02/1/2003,          Insurance Carriers and Related Activities,N,7500
County,Ventura County,02/1/2003,          Credit Intermediation and Related Activities including Monetary Authorities - Central Bank,N,10200
County,Ventura County,02/1/2003,      Mining and Logging,N,600
County,Ventura County,02/1/2003,Manufacturing,N,32700
County,Ventura County,02/1/2003,Goods Producing,N,48400
County,Ventura County,02/1/2003,Administrative and Support and Waste and Remediation Services,N,18900
County,Ventura County,02/1/2003,      Private Education and Health Services,N,28200
County,Ventura County,02/1/2003,Other Services,N,10300
County,Ventura County,02/1/2003,Federal Government,N,8000
County,Ventura County,02/1/2003,"        Professional, Scientific, and Technical Services",N,13500
County,Ventura County,02/1/2003,          Federal Government excluding Department of Defense,N,2400
County,Ventura County,02/1/2003,Department of Defense,N,5600
County,Ventura County,02/1/2003,      Leisure and Hospitality,N,27000
County,Ventura County,02/1/2003,"Total, All Industries",N,302500
County,Ventura County,02/1/2003,Total Farm,N,21200
County,Ventura County,02/1/2003,        Accommodation and Food Services,N,22500
County,Ventura County,02/1/2003,Government,N,45500
County,Ventura County,02/1/2003,Total Private,N,235800
County,Ventura County,02/1/2003,Local Government Educational Services,N,21200
County,Ventura County,02/1/2003,Total Nonfarm,N,281300
County,Ventura County,02/1/2003,          Administrative and Support Services,N,18200
County,Ventura County,02/1/2003,Local Government,N,35500
County,Ventura County,02/1/2003,City Government,N,4400
County,Ventura County,02/1/2003,State Government Educational Services,N,300
County,Ventura County,02/1/2003,State Government Excluding Education,N,1700
County,Ventura County,02/1/2003,Local Government excluding Educational Services,N,14300
County,Ventura County,02/1/2003,Total State and Local Government,N,37500
County,Ventura County,02/1/2003,State Government,N,2000
County,Ventura County,02/1/2003,County Government,N,8300
County,Ventura County,02/1/2003,Special Districts plus Tribes,N,1600
County,Ventura County,02/1/2003,Management of Companies and Enterprises,N,8100
County,Ventura County,02/1/2003,Employment Services,N,7700
County,Ventura County,02/1/2003,Total Nonfarm,Y,283400
County,Ventura County,03/1/2003,          Food and Beverage Retailers,N,6500
County,Ventura County,03/1/2003,Wholesale Trade,N,12000
County,Ventura County,03/1/2003,        Finance and Insurance,N,18900
County,Ventura County,03/1/2003,      Information,N,7600
County,Ventura County,03/1/2003,"        Transportation, Warehousing, and Utilities",N,5600
County,Ventura County,03/1/2003,      Financial Activities,N,23100
County,Ventura County,03/1/2003,          Transportation and Warehousing,N,4700
County,Ventura County,03/1/2003,Specialty Trade Contractors,N,11000
County,Ventura County,03/1/2003,Retail Trade,N,33500
County,Ventura County,03/1/2003,          Insurance Carriers and Related Activities,N,7500
County,Ventura County,03/1/2003,General Merchandise Retailers,N,5800
County,Ventura County,03/1/2003,"Trade, Transportation, and Utilities",N,51100
County,Ventura County,03/1/2003,Service-Providing,N,234900
County,Ventura County,03/1/2003,          Computer and Electronic Product Manufacturing,N,10200
County,Ventura County,03/1/2003,Private Service Providing,N,188800
County,Ventura County,03/1/2003,Chemical Manufacturing,N,2800
County,Ventura County,03/1/2003,Durable Goods,N,24400
County,Ventura County,03/1/2003,Construction,N,15400
County,Ventura County,03/1/2003,      Professional and Business Services,N,41100
County,Ventura County,03/1/2003,Real Estate and Rental and Leasing,N,4200
County,Ventura County,03/1/2003,Non-durable Goods,N,8400
County,Ventura County,03/1/2003,"     Mining, Logging and Construction",N,16000
County,Ventura County,03/1/2003,          Credit Intermediation and Related Activities including Monetary Authorities - Central Bank,N,10500
County,Ventura County,03/1/2003,Manufacturing,N,32800
County,Ventura County,03/1/2003,      Mining and Logging,N,600
County,Ventura County,03/1/2003,Goods Producing,N,48800
County,Ventura County,03/1/2003,Administrative and Support and Waste and Remediation Services,N,19300
County,Ventura County,03/1/2003,      Private Education and Health Services,N,28500
County,Ventura County,03/1/2003,Federal Government,N,7900
County,Ventura County,03/1/2003,Other Services,N,10300
County,Ventura County,03/1/2003,"        Professional, Scientific, and Technical Services",N,13600
County,Ventura County,03/1/2003,Department of Defense,N,5500
County,Ventura County,03/1/2003,          Federal Government excluding Department of Defense,N,2400
County,Ventura County,03/1/2003,      Leisure and Hospitality,N,27100
County,Ventura County,03/1/2003,Government,N,46100
County,Ventura County,03/1/2003,        Accommodation and Food Services,N,22700
County,Ventura County,03/1/2003,Total Farm,N,24300
County,Ventura County,03/1/2003,"Total, All Industries",N,308000
County,Ventura County,03/1/2003,Total Private,N,237600
County,Ventura County,03/1/2003,Total Nonfarm,N,283700
County,Ventura County,03/1/2003,Local Government Educational Services,N,21600
County,Ventura County,03/1/2003,          Administrative and Support Services,N,18600
County,Ventura County,03/1/2003,City Government,N,4400
County,Ventura County,03/1/2003,Local Government,N,36000
County,Ventura County,03/1/2003,State Government Educational Services,N,400
County,Ventura County,03/1/2003,Local Government excluding Educational Services,N,14400
County,Ventura County,03/1/2003,State Government Excluding Education,N,1800
County,Ventura County,03/1/2003,State Government,N,2200
County,Ventura County,03/1/2003,Total State and Local Government,N,38200
County,Ventura County,03/1/2003,Employment Services,N,7900
County,Ventura County,03/1/2003,Management of Companies and Enterprises,N,8200
County,Ventura County,03/1/2003,Special Districts plus Tribes,N,1700
County,Ventura County,03/1/2003,County Government,N,8300
County,Ventura County,03/1/2003,Total Nonfarm,Y,284300
County,Ventura County,04/1/2003,Wholesale Trade,N,12000
County,Ventura County,04/1/2003,          Food and Beverage Retailers,N,6500
County,Ventura County,04/1/2003,        Finance and Insurance,N,19000
County,Ventura County,04/1/2003,          Transportation and Warehousing,N,4600
County,Ventura County,04/1/2003,      Financial Activities,N,23200
County,Ventura County,04/1/2003,"        Transportation, Warehousing, and Utilities",N,5500
County,Ventura County,04/1/2003,      Information,N,7300
County,Ventura County,04/1/2003,Retail Trade,N,33300
County,Ventura County,04/1/2003,Specialty Trade Contractors,N,11400
County,Ventura County,04/1/2003,          Insurance Carriers and Related Activities,N,7500
County,Ventura County,04/1/2003,General Merchandise Retailers,N,5800
County,Ventura County,04/1/2003,Service-Providing,N,235600
County,Ventura County,04/1/2003,"Trade, Transportation, and Utilities",N,50800
County,Ventura County,04/1/2003,          Computer and Electronic Product Manufacturing,N,10000
County,Ventura County,04/1/2003,Chemical Manufacturing,N,2700
County,Ventura County,04/1/2003,Private Service Providing,N,189800
County,Ventura County,04/1/2003,      Professional and Business Services,N,41400
County,Ventura County,04/1/2003,Construction,N,16000
County,Ventura County,04/1/2003,Durable Goods,N,24300
County,Ventura County,04/1/2003,Real Estate and Rental and Leasing,N,4200
County,Ventura County,04/1/2003,"     Mining, Logging and Construction",N,16600
County,Ventura County,04/1/2003,Non-durable Goods,N,8300
County,Ventura County,04/1/2003,          Credit Intermediation and Related Activities including Monetary Authorities - Central Bank,N,10500
County,Ventura County,04/1/2003,      Mining and Logging,N,600
County,Ventura County,04/1/2003,Manufacturing,N,32600
County,Ventura County,04/1/2003,Goods Producing,N,49200
County,Ventura County,04/1/2003,Administrative and Support and Waste and Remediation Services,N,19100
County,Ventura County,04/1/2003,      Private Education and Health Services,N,28900
County,Ventura County,04/1/2003,Other Services,N,10700
County,Ventura County,04/1/2003,Federal Government,N,7700
County,Ventura County,04/1/2003,"        Professional, Scientific, and Technical Services",N,13700
County,Ventura County,04/1/2003,          Federal Government excluding Department of Defense,N,2300
County,Ventura County,04/1/2003,Department of Defense,N,5400
County,Ventura County,04/1/2003,      Leisure and Hospitality,N,27500
County,Ventura County,04/1/2003,"Total, All Industries",N,310000
County,Ventura County,04/1/2003,Total Farm,N,25200
County,Ventura County,04/1/2003,        Accommodation and Food Services,N,22800
County,Ventura County,04/1/2003,Government,N,45800
County,Ventura County,04/1/2003,Total Private,N,239000
County,Ventura County,04/1/2003,Local Government Educational Services,N,21500
County,Ventura County,04/1/2003,Total Nonfarm,N,284800
County,Ventura County,04/1/2003,          Administrative and Support Services,N,18400
County,Ventura County,04/1/2003,Local Government,N,35900
County,Ventura County,04/1/2003,City Government,N,4300
County,Ventura County,04/1/2003,State Government Educational Services,N,400
County,Ventura County,04/1/2003,State Government Excluding Education,N,1800
County,Ventura County,04/1/2003,Local Government excluding Educational Services,N,14400
County,Ventura County,04/1/2003,Total State and Local Government,N,38100
County,Ventura County,04/1/2003,State Government,N,2200
County,Ventura County,04/1/2003,County Government,N,8300
County,Ventura County,04/1/2003,Special Districts plus Tribes,N,1800
County,Ventura County,04/1/2003,Management of Companies and Enterprises,N,8600
County,Ventura County,04/1/2003,Employment Services,N,7500
County,Ventura County,04/1/2003,Total Nonfarm,Y,285100
County,Ventura County,05/1/2003,          Food and Beverage Retailers,N,6500
County,Ventura County,05/1/2003,Wholesale Trade,N,12000
County,Ventura County,05/1/2003,        Finance and Insurance,N,19200
County,Ventura County,05/1/2003,      Information,N,7300
County,Ventura County,05/1/2003,"        Transportation, Warehousing, and Utilities",N,5500
County,Ventura County,05/1/2003,      Financial Activities,N,23500
County,Ventura County,05/1/2003,          Transportation and Warehousing,N,4600
County,Ventura County,05/1/2003,Specialty Trade Contractors,N,11900
County,Ventura County,05/1/2003,Retail Trade,N,33500
County,Ventura County,05/1/2003,          Insurance Carriers and Related Activities,N,7500
County,Ventura County,05/1/2003,General Merchandise Retailers,N,5700
County,Ventura County,05/1/2003,"Trade, Transportation, and Utilities",N,51000
County,Ventura County,05/1/2003,Service-Providing,N,237500
County,Ventura County,05/1/2003,          Computer and Electronic Product Manufacturing,N,9900
County,Ventura County,05/1/2003,Private Service Providing,N,190900
County,Ventura County,05/1/2003,Chemical Manufacturing,N,2600
County,Ventura County,05/1/2003,Durable Goods,N,24000
County,Ventura County,05/1/2003,Construction,N,16900
County,Ventura County,05/1/2003,      Professional and Business Services,N,41700
County,Ventura County,05/1/2003,Real Estate and Rental and Leasing,N,4300
County,Ventura County,05/1/2003,Non-durable Goods,N,8200
County,Ventura County,05/1/2003,"     Mining, Logging and Construction",N,17500
County,Ventura County,05/1/2003,          Credit Intermediation and Related Activities including Monetary Authorities - Central Bank,N,10700
County,Ventura County,05/1/2003,Manufacturing,N,32200
County,Ventura County,05/1/2003,      Mining and Logging,N,600
County,Ventura County,05/1/2003,Goods Producing,N,49700
County,Ventura County,05/1/2003,Administrative and Support and Waste and Remediation Services,N,19500
County,Ventura County,05/1/2003,      Private Education and Health Services,N,29000
County,Ventura County,05/1/2003,Federal Government,N,7800
County,Ventura County,05/1/2003,Other Services,N,10700
County,Ventura County,05/1/2003,"        Professional, Scientific, and Technical Services",N,13600
County,Ventura County,05/1/2003,Department of Defense,N,5400
County,Ventura County,05/1/2003,          Federal Government excluding Department of Defense,N,2400
County,Ventura County,05/1/2003,      Leisure and Hospitality,N,27700
County,Ventura County,05/1/2003,Government,N,46600
County,Ventura County,05/1/2003,        Accommodation and Food Services,N,23000
County,Ventura County,05/1/2003,Total Farm,N,25300
County,Ventura County,05/1/2003,"Total, All Industries",N,312500
County,Ventura County,05/1/2003,Total Private,N,240600
County,Ventura County,05/1/2003,Total Nonfarm,N,287200
County,Ventura County,05/1/2003,Local Government Educational Services,N,22100
County,Ventura County,05/1/2003,          Administrative and Support Services,N,18900
County,Ventura County,05/1/2003,City Government,N,4400
County,Ventura County,05/1/2003,Local Government,N,36600
County,Ventura County,05/1/2003,Local Government excluding Educational Services,N,14500
County,Ventura County,05/1/2003,State Government Excluding Education,N,1800
County,Ventura County,05/1/2003,State Government Educational Services,N,400
County,Ventura County,05/1/2003,State Government,N,2200
County,Ventura County,05/1/2003,Total State and Local Government,N,38800
County,Ventura County,05/1/2003,Employment Services,N,7900
County,Ventura County,05/1/2003,Management of Companies and Enterprises,N,8600
County,Ventura County,05/1/2003,Special Districts plus Tribes,N,1800
County,Ventura County,05/1/2003,County Government,N,8300
County,Ventura County,05/1/2003,Total Nonfarm,Y,286100
County,Ventura County,06/1/2003,Wholesale Trade,N,12000
County,Ventura County,06/1/2003,          Food and Beverage Retailers,N,6500
County,Ventura County,06/1/2003,        Finance and Insurance,N,19400
County,Ventura County,06/1/2003,          Transportation and Warehousing,N,4600
County,Ventura County,06/1/2003,      Financial Activities,N,23800
County,Ventura County,06/1/2003,"        Transportation, Warehousing, and Utilities",N,5500
County,Ventura County,06/1/2003,      Information,N,7300
County,Ventura County,06/1/2003,Retail Trade,N,33600
County,Ventura County,06/1/2003,Specialty Trade Contractors,N,12400
County,Ventura County,06/1/2003,          Insurance Carriers and Related Activities,N,7500
County,Ventura County,06/1/2003,General Merchandise Retailers,N,5800
County,Ventura County,06/1/2003,Service-Providing,N,238600
County,Ventura County,06/1/2003,"Trade, Transportation, and Utilities",N,51100
County,Ventura County,06/1/2003,Chemical Manufacturing,N,2600
County,Ventura County,06/1/2003,Private Service Providing,N,192600
County,Ventura County,06/1/2003,      Professional and Business Services,N,42400
County,Ventura County,06/1/2003,Construction,N,17300
County,Ventura County,06/1/2003,Durable Goods,N,24000
County,Ventura County,06/1/2003,          Computer and Electronic Product Manufacturing,N,9800
County,Ventura County,06/1/2003,Real Estate and Rental and Leasing,N,4400
County,Ventura County,06/1/2003,"     Mining, Logging and Construction",N,17900
County,Ventura County,06/1/2003,Non-durable Goods,N,8400
County,Ventura County,06/1/2003,          Credit Intermediation and Related Activities including Monetary Authorities - Central Bank,N,10900
County,Ventura County,06/1/2003,      Mining and Logging,N,600
County,Ventura County,06/1/2003,Manufacturing,N,32400
County,Ventura County,06/1/2003,Goods Producing,N,50300
County,Ventura County,06/1/2003,Administrative and Support and Waste and Remediation Services,N,19900
County,Ventura County,06/1/2003,      Private Education and Health Services,N,29300
County,Ventura County,06/1/2003,Other Services,N,10800
County,Ventura County,06/1/2003,Federal Government,N,7800
County,Ventura County,06/1/2003,"        Professional, Scientific, and Technical Services",N,13700
County,Ventura County,06/1/2003,          Federal Government excluding Department of Defense,N,2400
County,Ventura County,06/1/2003,Department of Defense,N,5400
County,Ventura County,06/1/2003,      Leisure and Hospitality,N,27900
County,Ventura County,06/1/2003,"Total, All Industries",N,312200
County,Ventura County,06/1/2003,Total Farm,N,23300
County,Ventura County,06/1/2003,        Accommodation and Food Services,N,23100
County,Ventura County,06/1/2003,Government,N,46000
County,Ventura County,06/1/2003,Total Private,N,242900
County,Ventura County,06/1/2003,Local Government Educational Services,N,21400
County,Ventura County,06/1/2003,Total Nonfarm,N,288900
County,Ventura County,06/1/2003,          Administrative and Support Services,N,19200
County,Ventura County,06/1/2003,Local Government,N,36000
County,Ventura County,06/1/2003,City Government,N,4400
County,Ventura County,06/1/2003,State Government Educational Services,N,400
County,Ventura County,06/1/2003,State Government Excluding Education,N,1800
County,Ventura County,06/1/2003,Local Government excluding Educational Services,N,14600
County,Ventura County,06/1/2003,Total State and Local Government,N,38200
County,Ventura County,06/1/2003,State Government,N,2200
County,Ventura County,06/1/2003,County Government,N,8300
County,Ventura County,06/1/2003,Special Districts plus Tribes,N,1900
County,Ventura County,06/1/2003,Management of Companies and Enterprises,N,8800
County,Ventura County,06/1/2003,Employment Services,N,8200
County,Ventura County,06/1/2003,Total Nonfarm,Y,286200
County,Ventura County,07/1/2003,          Food and Beverage Retailers,N,6500
County,Ventura County,07/1/2003,Wholesale Trade,N,11900
County,Ventura County,07/1/2003,"        Transportation, Warehousing, and Utilities",N,5600
County,Ventura County,07/1/2003,        Finance and Insurance,N,19300
County,Ventura County,07/1/2003,      Information,N,7500
County,Ventura County,07/1/2003,      Financial Activities,N,23600
County,Ventura County,07/1/2003,          Transportation and Warehousing,N,4700
County,Ventura County,07/1/2003,Specialty Trade Contractors,N,12800
County,Ventura County,07/1/2003,Retail Trade,N,33600
County,Ventura County,07/1/2003,          Insurance Carriers and Related Activities,N,7400
County,Ventura County,07/1/2003,General Merchandise Retailers,N,5900
County,Ventura County,07/1/2003,"Trade, Transportation, and Utilities",N,51100
County,Ventura County,07/1/2003,Service-Providing,N,234200
County,Ventura County,07/1/2003,Private Service Providing,N,191200
County,Ventura County,07/1/2003,Chemical Manufacturing,N,2700
County,Ventura County,07/1/2003,          Computer and Electronic Product Manufacturing,N,9700
County,Ventura County,07/1/2003,Durable Goods,N,23800
County,Ventura County,07/1/2003,Construction,N,17600
County,Ventura County,07/1/2003,      Professional and Business Services,N,42500
County,Ventura County,07/1/2003,Real Estate and Rental and Leasing,N,4300
County,Ventura County,07/1/2003,Non-durable Goods,N,8300
County,Ventura County,07/1/2003,"     Mining, Logging and Construction",N,18200
County,Ventura County,07/1/2003,          Credit Intermediation and Related Activities including Monetary Authorities - Central Bank,N,11000
County,Ventura County,07/1/2003,Manufacturing,N,32100
County,Ventura County,07/1/2003,      Mining and Logging,N,600
County,Ventura County,07/1/2003,Goods Producing,N,50300
County,Ventura County,07/1/2003,Administrative and Support and Waste and Remediation Services,N,20100
County,Ventura County,07/1/2003,      Private Education and Health Services,N,28200
County,Ventura County,07/1/2003,Federal Government,N,7800
County,Ventura County,07/1/2003,Other Services,N,10500
County,Ventura County,07/1/2003,"        Professional, Scientific, and Technical Services",N,13400
County,Ventura County,07/1/2003,Department of Defense,N,5400
County,Ventura County,07/1/2003,          Federal Government excluding Department of Defense,N,2400
County,Ventura County,07/1/2003,      Leisure and Hospitality,N,27800
County,Ventura County,07/1/2003,Government,N,43000
County,Ventura County,07/1/2003,        Accommodation and Food Services,N,23200
County,Ventura County,07/1/2003,Total Farm,N,19800
County,Ventura County,07/1/2003,"Total, All Industries",N,304300
County,Ventura County,07/1/2003,Total Private,N,241500
County,Ventura County,07/1/2003,Total Nonfarm,N,284500
County,Ventura County,07/1/2003,Local Government Educational Services,N,18400
County,Ventura County,07/1/2003,          Administrative and Support Services,N,19400
County,Ventura County,07/1/2003,City Government,N,4400
County,Ventura County,07/1/2003,Local Government,N,33000
County,Ventura County,07/1/2003,Local Government excluding Educational Services,N,14600
County,Ventura County,07/1/2003,State Government Excluding Education,N,1800
County,Ventura County,07/1/2003,State Government Educational Services,N,400
County,Ventura County,07/1/2003,State Government,N,2200
County,Ventura County,07/1/2003,Total State and Local Government,N,35200
County,Ventura County,07/1/2003,Employment Services,N,8300
County,Ventura County,07/1/2003,Management of Companies and Enterprises,N,9000
County,Ventura County,07/1/2003,Special Districts plus Tribes,N,1900
County,Ventura County,07/1/2003,County Government,N,8300
County,Ventura County,07/1/2003,Total Nonfarm,Y,285600
County,Ventura County,08/1/2003,Wholesale Trade,N,11900
County,Ventura County,08/1/2003,          Food and Beverage Retailers,N,6500
County,Ventura County,08/1/2003,"        Transportation, Warehousing, and Utilities",N,5600
County,Ventura County,08/1/2003,        Finance and Insurance,N,19500
County,Ventura County,08/1/2003,          Transportation and Warehousing,N,4700
County,Ventura County,08/1/2003,      Financial Activities,N,23900
County,Ventura County,08/1/2003,      Information,N,7400
County,Ventura County,08/1/2003,          Credit Intermediation and Related Activities including Monetary Authorities - Central Bank,N,11100
County,Ventura County,08/1/2003,Retail Trade,N,33800
County,Ventura County,08/1/2003,Specialty Trade Contractors,N,12900
County,Ventura County,08/1/2003,          Insurance Carriers and Related Activities,N,7500
County,Ventura County,08/1/2003,General Merchandise Retailers,N,6000
County,Ventura County,08/1/2003,Service-Providing,N,233100
County,Ventura County,08/1/2003,"Trade, Transportation, and Utilities",N,51300
County,Ventura County,08/1/2003,Chemical Manufacturing,N,2500
County,Ventura County,08/1/2003,Private Service Providing,N,191500
County,Ventura County,08/1/2003,      Professional and Business Services,N,42600
County,Ventura County,08/1/2003,Construction,N,17700
County,Ventura County,08/1/2003,Durable Goods,N,23800
County,Ventura County,08/1/2003,          Computer and Electronic Product Manufacturing,N,9600
County,Ventura County,08/1/2003,Real Estate and Rental and Leasing,N,4400
County,Ventura County,08/1/2003,"     Mining, Logging and Construction",N,18300
County,Ventura County,08/1/2003,Non-durable Goods,N,8000
County,Ventura County,08/1/2003,      Mining and Logging,N,600
County,Ventura County,08/1/2003,Manufacturing,N,31800
County,Ventura County,08/1/2003,Goods Producing,N,50100
County,Ventura County,08/1/2003,Administrative and Support and Waste and Remediation Services,N,20000
County,Ventura County,08/1/2003,      Private Education and Health Services,N,28200
County,Ventura County,08/1/2003,Other Services,N,10300
County,Ventura County,08/1/2003,Federal Government,N,7800
County,Ventura County,08/1/2003,"        Professional, Scientific, and Technical Services",N,13500
County,Ventura County,08/1/2003,          Federal Government excluding Department of Defense,N,2400
County,Ventura County,08/1/2003,Department of Defense,N,5400
County,Ventura County,08/1/2003,      Leisure and Hospitality,N,27800
County,Ventura County,08/1/2003,"Total, All Industries",N,300400
County,Ventura County,08/1/2003,Total Farm,N,17200
County,Ventura County,08/1/2003,        Accommodation and Food Services,N,23100
County,Ventura County,08/1/2003,Government,N,41600
County,Ventura County,08/1/2003,Total Private,N,241600
County,Ventura County,08/1/2003,Local Government Educational Services,N,17000
County,Ventura County,08/1/2003,Total Nonfarm,N,283200
County,Ventura County,08/1/2003,          Administrative and Support Services,N,19200
County,Ventura County,08/1/2003,Local Government,N,31600
County,Ventura County,08/1/2003,City Government,N,4300
County,Ventura County,08/1/2003,State Government Educational Services,N,400
County,Ventura County,08/1/2003,State Government Excluding Education,N,1800
County,Ventura County,08/1/2003,Local Government excluding Educational Services,N,14600
County,Ventura County,08/1/2003,Total State and Local Government,N,33800
County,Ventura County,08/1/2003,State Government,N,2200
County,Ventura County,08/1/2003,County Government,N,8300
County,Ventura County,08/1/2003,Special Districts plus Tribes,N,2000
County,Ventura County,08/1/2003,Management of Companies and Enterprises,N,9100
County,Ventura County,08/1/2003,Employment Services,N,8100
County,Ventura County,08/1/2003,Total Nonfarm,Y,285800
County,Ventura County,09/1/2003,          Food and Beverage Retailers,N,6500
County,Ventura County,09/1/2003,Wholesale Trade,N,11900
County,Ventura County,09/1/2003,"        Transportation, Warehousing, and Utilities",N,5700
County,Ventura County,09/1/2003,        Finance and Insurance,N,19400
County,Ventura County,09/1/2003,          Credit Intermediation and Related Activities including Monetary Authorities - Central Bank,N,11000
County,Ventura County,09/1/2003,      Information,N,7300
County,Ventura County,09/1/2003,      Financial Activities,N,23700
County,Ventura County,09/1/2003,          Transportation and Warehousing,N,4700
County,Ventura County,09/1/2003,Specialty Trade Contractors,N,12900
County,Ventura County,09/1/2003,Retail Trade,N,34000
County,Ventura County,09/1/2003,          Insurance Carriers and Related Activities,N,7500
County,Ventura County,09/1/2003,General Merchandise Retailers,N,6000
County,Ventura County,09/1/2003,"Trade, Transportation, and Utilities",N,51600
County,Ventura County,09/1/2003,Service-Providing,N,235800
County,Ventura County,09/1/2003,Private Service Providing,N,192200
County,Ventura County,09/1/2003,Chemical Manufacturing,N,2600
County,Ventura County,09/1/2003,          Computer and Electronic Product Manufacturing,N,9600
County,Ventura County,09/1/2003,Durable Goods,N,23800
County,Ventura County,09/1/2003,Construction,N,17500
County,Ventura County,09/1/2003,      Professional and Business Services,N,42500
County,Ventura County,09/1/2003,Real Estate and Rental and Leasing,N,4300
County,Ventura County,09/1/2003,Non-durable Goods,N,8000
County,Ventura County,09/1/2003,"     Mining, Logging and Construction",N,18100
County,Ventura County,09/1/2003,Manufacturing,N,31800
County,Ventura County,09/1/2003,      Mining and Logging,N,600
County,Ventura County,09/1/2003,Goods Producing,N,49900
County,Ventura County,09/1/2003,Administrative and Support and Waste and Remediation Services,N,19900
County,Ventura County,09/1/2003,      Private Education and Health Services,N,28800
County,Ventura County,09/1/2003,Federal Government,N,7800
County,Ventura County,09/1/2003,Other Services,N,10300
County,Ventura County,09/1/2003,"        Professional, Scientific, and Technical Services",N,13500
County,Ventura County,09/1/2003,Department of Defense,N,5400
County,Ventura County,09/1/2003,          Federal Government excluding Department of Defense,N,2400
County,Ventura County,09/1/2003,      Leisure and Hospitality,N,28000
County,Ventura County,09/1/2003,Government,N,43600
County,Ventura County,09/1/2003,        Accommodation and Food Services,N,23300
County,Ventura County,09/1/2003,Total Farm,N,17400
County,Ventura County,09/1/2003,"Total, All Industries",N,303100
County,Ventura County,09/1/2003,Total Private,N,242100
County,Ventura County,09/1/2003,Total Nonfarm,N,285700
County,Ventura County,09/1/2003,Local Government Educational Services,N,19000
County,Ventura County,09/1/2003,          Administrative and Support Services,N,19100
County,Ventura County,09/1/2003,City Government,N,4400
County,Ventura County,09/1/2003,Local Government,N,33500
County,Ventura County,09/1/2003,Local Government excluding Educational Services,N,14500
County,Ventura County,09/1/2003,State Government Excluding Education,N,1800
County,Ventura County,09/1/2003,State Government Educational Services,N,500
County,Ventura County,09/1/2003,State Government,N,2300
County,Ventura County,09/1/2003,Total State and Local Government,N,35800
County,Ventura County,09/1/2003,Employment Services,N,8100
County,Ventura County,09/1/2003,Management of Companies and Enterprises,N,9100
County,Ventura County,09/1/2003,Special Districts plus Tribes,N,1800
County,Ventura County,09/1/2003,County Government,N,8300
County,Ventura County,09/1/2003,Total Nonfarm,Y,286000
County,Ventura County,10/1/2003,Wholesale Trade,N,11500
County,Ventura County,10/1/2003,          Food and Beverage Retailers,N,7700
County,Ventura County,10/1/2003,"        Transportation, Warehousing, and Utilities",N,5700
County,Ventura County,10/1/2003,        Finance and Insurance,N,19400
County,Ventura County,10/1/2003,          Transportation and Warehousing,N,4700
County,Ventura County,10/1/2003,      Financial Activities,N,23700
County,Ventura County,10/1/2003,      Information,N,7200
County,Ventura County,10/1/2003,          Credit Intermediation and Related Activities including Monetary Authorities - Central Bank,N,11000
County,Ventura County,10/1/2003,Retail Trade,N,35700
